genes	brain	SP
Dram2	0.183711989172152	0.186093125178443
Drap1	0.0510815857542925	0.0654406848587213
Draxin	0.171715452726543	0.0579907838045001
Drc1	0.121955118291412	0.0975379688943515
Drd2	0.124045776534547	0.165348853484853
Drd3	0.0390838104556552	0.0408834783162479
Drd4	0.00589709711163649	NA
Drd5	0.00833989972832039	0.0166558746885991
Drg1	0.189060032492415	0.206833485317639
Drg2	0.134903871877761	0.154151487355732
Drosha	0.330641396675242	0.339642670729634
Drp2	0.217750739942975	0.217820315618425
Dsc1	0.00861343137177577	0.00679894651686529
Dsc2	0.0601573833475221	0.0736578706070273
Dsc3	0.0297907824626535	0.0281999381429958
Dscam	0.581585783366117	0.815443006477045
Dscaml1	0.5422191967288	0.498867025811292
Dscc1	0.03472653215422	0.0377397454934873
Dscr3	0.13006913931997	0.177714840647511
Dse	0.130381906134098	0.127908675348669
Dsel	0.105639215938811	0.110877336882116
Dsg2	0.0538918758954622	0.0672869675763472
Dsg3	0.00589709711163649	0.0135988359894568
Dsg4	0.00589709711163649	NA
Dsn1	0.045242014741417	0.0449660707680158
Dsp	0.0214633423520754	0.0135988359894568
Dspp	0.00680942067691919	0.00679894651686529
Dst	0.673592502867817	0.739501084732444
Dstn	0.168205939174714	0.155962003825627
Dstyk	0.216390495397703	0.237400971224941
Dtd1	0.290009233017818	0.35687009315829
Dtl	0.0854080862907579	0.0624223918323036
Dtna	0.541282451824018	0.626713322447437
Dtnb	0.41502110241769	0.455160155775739
Dtnbp1	0.225359257810496	0.257430817600642
Dtwd1	0.0759379216985892	0.0769273038141383
Dtwd2	0.124315836457307	0.147955394202709
Dtx1	0.214488582716052	0.220897822195171
Dtx2	0.141436019085415	0.149573057741655
Dtx3	0.153986098541873	0.151379591678215
Dtx3l	0.0289118885798659	0.030545775873435
Dtx4	0.189365960836194	0.175922655853302
Dtymk	0.113806924201969	0.111119324041313
Duox1	0.0259918069211391	0.028856827723983
Duox2	0.0159711733641918	0.0117766652020204
Duoxa1	0.0109197631987668	0.0117766652020204
Duoxa2	0.00340465113863222	0.00961538461538462
Dupd1	0.0107670138845363	0.0192334367747743
Dus1l	0.0867741332235333	0.103107190989572
Dus4l	0.0948950368759151	0.100258542320146
Dusp1	0.0361014039804623	0.0256482723860478
Dusp10	0.112563776339955	0.145973132732771
Dusp11	0.254137364569136	0.31823097033802
Dusp12	0.136378165761892	0.148981722419275
Dusp13	0.0177359946152897	0.00961538461538462
Dusp14	0.0660590268546652	0.0402547561288144
Dusp15	0.094093463687827	0.160778280484345
Dusp16	0.137861225826442	0.153058797116418
Dusp18	0.0465227764237216	0.0341074158667245
Dusp19	0.0381617420046119	0.0430880974026814
Dusp2	0.00680942067691919	0.0166558746885991
Dusp22	0.171999687894361	0.220826792324829
Dusp23	0.0233473376568033	0.0235582318451527
Dusp26	0.0856012992932606	0.110682281575174
Dusp27	0.0239824048756445	0.018452349756502
Dusp28	0.0117948094994174	0.00961538461538462
Dusp3	0.104649141283508	0.122184571511427
Dusp4	0.0664555103848944	0.0498155722748786
Dusp5	0.0825199033257118	0.0347769473873081
Dusp6	0.0798730452207625	0.0664896910329064
Dusp7	0.0668798266058112	0.0820898265848678
Dusp8	0.131154859033293	0.152954727009193
Dusp9	0.00680942067691919	0.0235582318451527
Dut	0.0876269151567573	0.094431790288559
Dvl1	0.15479615449984	0.179596732049338
Dvl2	0.141183882702255	0.161502409570926
Dvl3	0.159093111280442	0.172128249954275
Dxo	0.0408347137355285	0.0353496115770016
Dydc1	0.0192139983198852	0.0218098199860328
Dydc2	0.0342426324829822	0.0711089939967394
Dym	0.409789296757922	0.442717215199265
Dync1h1	0.383101327929326	0.429590597608124
Dync1i1	0.440409602177423	0.458738361910028
Dync1i2	0.440864759250566	0.470875537945158
Dync1li1	0.258917510538076	0.275317931539379
Dync1li2	0.261486668831666	0.305616863348307
Dync2h1	0.377740636674611	0.43318588727383
Dync2li1	0.084895887023556	0.0947338176577557
Dynll1	0.0821276350057258	0.0879882536621869
Dynll2	0.104379754413687	0.163722019399944
Dynlrb1	0.121283450828692	0.118339139133599
Dynlrb2	0.0236647000111087	0.0225547682155007
Dynlt3	0.0740989667808426	0.101397518318317
Dyrk1a	0.43773487987155	0.471265547090859
Dyrk1b	0.117020564689285	0.126410130376955
Dyrk2	0.0995547293345115	0.102176632800414
Dyrk3	0.053302638763445	0.0408834783162479
Dyrk4	0.0140390382081975	0.0204006120275414
Dysf	0.110764122266019	0.0952921062102236
Dytn	0.0246214769621751	0.0245207521588243
Dyx1c1	0.0139006923273214	0.0152043123112404
Dzank1	0.236316154608001	0.361444264366765
Dzip1	0.309048774528099	0.418890453375926
Dzip1l	0.174835493635889	0.179324206164288
Dzip3	0.344497111285259	0.391392967788441
E130308A19Rik	0.30300610262625	0.384807693584513
E130309D02Rik	0.102401330411912	0.105521059780016
E130311K13Rik	0.064903477150486	0.0726213465510883
E2f1	0.0644428987426591	0.0396746023807936
E2f2	0.051533226121012	0.0541368073955638
E2f3	0.290831206301863	0.286210939318019
E2f4	0.103370672033014	0.106012254059729
E2f5	0.119136077534588	0.119071549899692
E2f6	0.108765766859334	0.130993919794764
E2f7	0.103554963044882	0.0973908687618275
E2f8	0.0584649587339083	0.0495895520649656
E330009J07Rik	0.195019368464983	0.189646352439403
E330021D16Rik	0.00340465113863222	NA
E4f1	0.122313237785721	0.145613205012107
Eaf1	0.10080159521179	0.0986765295195278
Eaf2	0.0844968656874666	0.0923468269661318
Eapp	0.132587125505933	0.147921924290424
Ears2	0.0858334510931953	0.098608013376854
Ebag9	0.0850798445694293	0.0937438721729229
Ebf1	0.252014334645587	0.466672434594349
Ebf2	0.0752751128032246	0.344601886088498
Ebf3	0.181084130584811	0.441648354644277
Ebf4	0.191285760400082	0.219493666656032
Ebi3	0.0148420787296389	0.0117766652020204
Ebna1bp2	0.119728192890437	0.134642050696031
Ebp	0.0537091468815245	0.0655618326649702
Ebpl	0.0922758865523695	0.104614713372557
Ecd	0.176483116203349	0.194949153045509
Ece1	0.229682113193467	0.254276680172636
Ece2	0.237532470653356	0.330112126470751
Ecel1	0.0346906588140029	0.0975407756143263
Ech1	0.0530004401112698	0.0516328055847746
Echdc1	0.109557972507931	0.148083869441638
Echdc2	0.0778334256757479	0.0633103927912867
Echdc3	0.0269947320237879	0.0322901899592945
Echs1	0.0961237997966169	0.103772116987734
Eci1	0.0800120062578314	0.102929909715968
Ecm1	0.056247133267838	0.0575971097378518
Ecm2	0.0553048443645375	0.0586631343515296
Ecsit	0.139452725104872	0.152810738717253
Ect2	0.0979140385947347	0.0781374970246169
Ect2l	0.0299742125233835	0.0333256199621012
Eda	0.316571009725594	0.261560289435503
Eda2r	0.0463809719425784	0.0403137900262043
Edar	0.046932463000444	0.0207465573376499
Edaradd	0.078305747584633	0.0462198518765303
Edc3	0.185317025980246	0.194545692535604
Edc4	0.145917593405358	0.16337303018494
Edem1	0.151936242984196	0.161444378879149
Edem2	0.138765830445929	0.13533162757007
Edem3	0.260748468305297	0.292077693511645
Edf1	0.061243399465539	0.0655618326649702
Edil3	0.390574950278497	0.487794806116809
Edn1	0.0192139983198852	0.0192334367747743
Edn3	0.0320735323000703	0.0247417989270822
Ednra	0.080470786819809	0.086114376637299
Ednrb	0.173517626944296	0.179964386973494
Eea1	0.303999938203972	0.367630581676067
Eed	0.142297704619758	0.158260542013519
Eef1a2	0.135207760891205	0.17096307415427
Eef1b2	0.0676932657060581	0.0628219107696057
Eef1d	0.14239421521029	0.155007484604413
Eef1e1	0.0933826132003731	0.0937970297946964
Eef1g	0.173959772728368	0.18825900021039
Eef2	0.172289718470492	0.18041341995122
Eefsec	0.285240994169094	0.301565882164256
Eepd1	0.222533159418341	0.249201294339492
Efcab1	0.0724955272202065	0.101131641638927
Efcab10	0.0109197631987668	0.0144239104294098
Efcab11	0.132389833907271	0.114706477927123
Efcab12	0.0746496177126177	0.0739707366836971
Efcab14	0.183175797303615	0.216768582617808
Efcab2	0.127281129883451	0.146851601854477
Efcab3	0.0408641424482845	0.0439349626572822
Efcab5	0.124475640727692	0.103420774033219
Efcab6	0.193628642067595	0.13915675583311
Efcab7	0.108243561512894	0.0995355806551904
Efcab9	0.0226109236215995	0.0179908167467476
Efcc1	0.0805525470855575	0.121353209920185
Efemp1	0.0517526874679366	0.0688689345813801
Efemp2	0.0682798371664048	0.0812382818491525
Efhb	0.0729644354609602	0.0770539492949844
Efhc1	0.0458770171570022	0.0437266576467408
Efhc2	0.0953039379949908	0.128379546244156
Efhd1	0.0579217771633773	0.0646037820329785
Efhd2	0.0869459903354955	0.0888870237970259
Efna1	0.0294977978257796	0.0296482579527008
Efna2	0.0668202147575	0.0671803937500308
Efna4	0.0388852059744779	0.0135988359894568
Efna5	0.36779696871483	0.506473996639828
Efnb1	0.0713557200197692	0.0491195773094345
Efnb2	0.271509748462441	0.200262436899314
Efnb3	0.125429916088731	0.121810981864191
Efr3a	0.271372836609863	0.307593900065106
Efr3b	0.337877091397602	0.356728081615226
Efs	0.0928401525775922	0.111328946572303
Eftud2	0.231018575483211	0.251010746273102
Egf	0.0927349426814224	0.106181665394647
Egfl6	0.0634163349051713	0.112248691851366
Egfl7	0.0473219500409857	0.0384962655523534
Egfl8	0.017993764530843	0.0179908167467476
Egflam	0.0921139070571332	0.120696896910568
Egfr	0.249425004396434	0.195492436304549
Egln1	0.190691113348558	0.203898947144751
Egln2	0.107374608662977	0.112514213557938
Egln3	0.0625401907871748	0.0582660739021087
Egr1	0.0437779332725817	0.023802502726712
Egr2	0.0150718088106592	0.00961538461538462
Egr3	0.0333783232132886	0.00961538461538462
Egr4	0.00761320788697256	NA
Ehbp1	0.561707416362974	0.600672459791529
Ehbp1l1	0.149951622536856	0.149302897178667
Ehd1	0.109455811291378	0.102863255887267
Ehd2	0.0444705820866709	0.0527639128549419
Ehd3	0.103671256755486	0.130993919794764
Ehd4	0.0876223234425121	0.109730059191236
Ehf	0.0158075791332202	0.00961538461538462
Ehhadh	0.0516768677399446	0.0691041593558955
Ehmt1	0.475144736275273	0.491909482376348
Ehmt2	0.226076962640881	0.246449160549882
Ei24	0.141649114750767	0.163754378700182
Eid1	0.0759471518748668	0.0778838585555715
Eid2	0.0145189271414489	0.0204006120275414
Eid2b	0.0409105037381054	0.0482632509669452
Eif1	0.0564751025140125	0.0566506449652448
Eif1ad	0.0554196367398937	0.0582079057534883
Eif1b	0.0759876943671456	0.0737803643622239
Eif2a	0.169383988794911	0.17198725338546
Eif2ak1	0.182989292267384	0.206159956162825
Eif2ak2	0.084334226151236	0.0901884520871291
Eif2ak3	0.170821627172178	0.190836852806248
Eif2ak4	0.272146317028033	0.323182707043788
Eif2b1	0.0731813618436225	0.0771572733802331
Eif2b2	0.0730942892189195	0.0818069040391077
Eif2b3	0.19197758533222	0.2160074289888
Eif2b4	0.113095812711442	0.126784467025959
Eif2b5	0.108836940905511	0.121368616258485
Eif2d	0.177658435525285	0.184686350711482
Eif2s1	0.136050964292312	0.138919196607756
Eif2s2	0.144855383614603	0.158258214538442
Eif3a	0.249457101876674	0.262730617991061
Eif3b	0.129641254905252	0.154061141957522
Eif3d	0.119933504415662	0.127268701017509
Eif3e	0.179975831999677	0.200955982730934
Eif3f	0.0812154554290926	0.0881878239202168
Eif3g	0.0652711886379798	0.0772260027563244
Eif3h	0.205574095653323	0.226493925364113
Eif3i	0.0740680379874834	0.0861984093882836
Eif3k	0.104241824449335	0.117487861377134
Eif3l	0.106658924601475	0.122801602753547
Eif3m	0.134224831270353	0.142818472539928
Eif4a1	0.168023870981458	0.169958139528983
Eif4a2	0.256715158627041	0.276125397903851
Eif4a3	0.0936329862999772	0.107527348012655
Eif4b	0.19054704647236	0.204017424492129
Eif4e	0.241231996131684	0.270470580118505
Eif4e1b	0.00340465113863222	NA
Eif4e2	0.179395647169418	0.203174288530407
Eif4e3	0.0950479501758018	0.0850529193789024
Eif4ebp1	0.028787347998427	0.0218098199860328
Eif4ebp2	0.148602346549334	0.146526632463181
Eif4ebp3	0.010214427035104	0.0117766652020204
Eif4enif1	0.197197288992134	0.207252178194557
Eif4g1	0.349153930573786	0.382472296997821
Eif4g2	0.258487256528939	0.253346486870627
Eif4g3	0.580218063692855	0.627718215222873
Eif4h	0.193028196942438	0.203106422227516
Eif5	0.173562717188855	0.182685580266784
Eif5a	0.078838520435603	0.0856542154910709
Eif5a2	0.0482896312063324	0.0538211216223242
Eif5b	0.272332998130912	0.288598439018162
Elac1	0.114639324128901	0.136729608522709
Elac2	0.121191341237085	0.141678416237628
Elavl1	0.279143128427793	0.298585567707683
Elavl2	0.356977785572973	0.414043861565079
Elavl3	0.483410854030131	0.50985121438032
Elavl4	0.317466782738753	0.381368563134156
Elf1	0.167418486547643	0.205063770509603
Elf2	0.218220848768972	0.228045233703951
Elf3	0.00722250223583874	NA
Elf4	0.0373642806987458	0.0350009022571097
Elf5	0.0152277397525376	0.0152043123112404
Elfn1	0.132871621522749	0.234106844178537
Elfn2	0.192447008715847	0.263824622167109
Elk1	0.115730655226382	0.124940677485292
Elk3	0.108456403000328	0.0990487810701234
Elk4	0.146320744401713	0.136788875053789
Ell	0.193605221235975	0.21585217218171
Ell2	0.159168848988816	0.195599939677869
Elmo1	0.411907528978374	0.509241597611065
Elmo2	0.243103080451748	0.258185331795587
Elmo3	0.0261304202199908	0.023802502726712
Elmod2	0.1192330802227	0.14062231099396
Elmod3	0.100042571153329	0.119030260120751
Elmsan1	0.163723866965346	0.196837819824599
Eln	0.0869995774604634	0.0982250911166948
Elof1	0.0476537726793527	0.0515086423674035
Elovl1	0.0550804612914186	0.0840677517935299
Elovl2	0.140927597095643	0.129918024425752
Elovl3	0.00340465113863222	NA
Elovl4	0.13707659323155	0.164979830108747
Elovl5	0.222738474632088	0.251859920029669
Elovl6	0.374988629450066	0.436438737797845
Elovl7	0.108204767878554	0.225318100145421
Elp2	0.23021479500085	0.258988815624802
Elp3	0.198214479945736	0.221042816564715
Elp4	0.366031881854699	0.372134504858221
Elp5	0.124391715479574	0.127325481947851
Elp6	0.106334177318633	0.123619172218834
Emb	0.129261947504576	0.191831943541726
Emc1	0.132656979741138	0.120328624308878
Emc10	0.110642846552864	0.12864898483547
Emc2	0.204793325948856	0.243200452899966
Emc3	0.13273395235203	0.139090683171062
Emc4	0.1022846785485	0.114120034430526
Emc6	0.0358133683643058	0.0367137551198035
Emc7	0.123507916861397	0.139714826531727
Emc8	0.082871713328526	0.0908220260610999
Emc9	0.0878145541978182	0.1174872523138
Emcn	0.0415810590161347	0.0406196583755612
Emd	0.0511948580920306	0.0459751164316823
Eme1	0.0397654286800693	0.0280431470571369
Eme2	0.0725928132823587	0.0927423209954214
Emid1	0.17879126682636	0.118636188406784
Emilin1	0.0274995969375048	0.0263407313373784
Emilin2	0.0359051954145621	0.0541368073955638
Emilin3	0.0132794629366656	0.0117766652020204
Eml1	0.368853450292787	0.336915451633966
Eml2	0.217928444143545	0.295358229634785
Eml3	0.0628342669338246	0.0760074854778278
Eml4	0.378718721747405	0.41185876594848
Eml5	0.42915465387902	0.444801043540981
Eml6	0.435161173363805	0.561784764168913
Emp1	0.035532118823397	0.053537344114887
Emp2	0.0798177499769794	0.0724805701184472
Emp3	0.0152910718048417	0.0179908167467476
Emx1	0.0834784346192346	0.0117766652020204
Emx2	0.040694480739805	NA
En1	0.0323399844953636	0.0179908167467476
En2	0.071253533917021	0.0301074717379651
Enah	0.473838903594358	0.535711003836543
Enc1	0.126636395528712	0.0932461328776558
Endod1	0.086088824682162	0.145935916484332
Endog	0.0277665964594376	0.0390858932429528
Endou	0.0150746583019398	0.0129008692898601
Endov	0.125855054958334	0.128926359527714
Eng	0.055592757518018	0.0446141758933597
Engase	0.0549684668742291	0.0756371779667754
Enho	0.0278906649272687	0.0403137900262043
Enkd1	0.05167789308239	0.0523998627502978
Enkur	0.0625364058832118	0.0527521133915147
Eno2	0.169146377070222	0.252566892455014
Eno3	0.0431337878320555	0.0606102820756
Eno4	0.0454099696054989	0.0500551772987616
Enoph1	0.145096582966854	0.163948303290621
Enox1	0.649551322734626	0.572933006589089
Enox2	0.256947675690783	0.255781241827906
Enpep	0.0378176754567489	0.102925793603268
Enpp1	0.0717608473497608	0.107564246610805
Enpp2	0.163127779559705	0.307311455549925
Enpp3	0.0357463466311843	0.0527639128549419
Enpp4	0.0455349778342007	0.0617002238800532
Enpp5	0.121704502586044	0.12567818392342
Enpp6	0.0762691350047422	0.185581485781259
Ensa	0.160224567677688	0.186263100538082
Enthd1	0.0259100204599446	0.0128495648973275
Entpd1	0.130988782890927	0.131229235536875
Entpd2	0.0291858684031367	0.0273748507456868
Entpd3	0.0934222595232245	0.148661339564428
Entpd5	0.100395558598163	0.142577333139279
Entpd6	0.16634290164353	0.175193694747781
Entpd7	0.151720216104819	0.173379584399549
Entpd8	0.00481493172198371	0.00961538461538462
Eny2	0.146243244555637	0.156953067851298
Eogt	0.14996243301297	0.18240364068144
Eomes	0.0497603067815721	NA
Ep300	0.348500539962749	0.370485164401384
Ep400	0.380691869198755	0.408406756352903
Epas1	0.0972759473194291	0.11104114616122
Epc1	0.419680930923967	0.427889079042946
Epc2	0.274128899438872	0.289837270660852
Epcam	0.0148420787296389	0.0192334367747743
Epdr1	0.174242372526693	0.182054520786342
Epg5	0.265456593895079	0.307547734565725
Epgn	0.0114286829419257	0.0117766652020204
Epha1	0.0279281079166379	0.0340136054421769
Epha2	0.0242208642373507	0.0235582318451527
Epha3	0.386507689901176	0.247706025703984
Epha4	0.413422849143422	0.367185722309544
Epha5	0.435497425100522	0.474587422310499
Epha6	0.365359777704605	0.433723314961217
Epha7	0.391922904715036	0.336987717288766
Epha8	0.119705434228893	0.139507014379909
Ephb2	0.4046068687249	0.419224322465341
Ephb4	0.075110364125234	0.0602969844827267
Ephx1	0.0618093896987561	0.0604883009720992
Ephx2	0.0565267681025694	0.0706738544761933
Ephx3	0.0236134519834488	0.0282780087125461
Ephx4	0.0999768769052837	0.0866490945251612
Epm2a	0.176479758993342	0.228893395601721
Epm2aip1	0.10791330628299	0.13344641283716
Epn1	0.15722747974287	0.176549194919268
Epn2	0.367931335087775	0.418038573406106
Epn3	0.0289414647942485	0.0353496115770016
Epo	0.0781538518056111	0.0792179552659489
Epor	0.0132794629366656	0.00679894651686529
Eprs	0.272053795535328	0.313087952194051
Eps15	0.282904011750937	0.350659729561559
Eps15l1	0.395533021485759	0.430418569273312
Eps8	0.40690634041712	0.324093321641652
Eps8l1	0.0455764636306231	0.0468053623683588
Eps8l2	0.0178429597196348	0.0192334367747743
Eps8l3	0.0123871163254869	0.00679894651686529
Epsti1	0.0327183003241372	0.0386485096102503
Epyc	0.0125103934461759	NA
Eqtn	0.0588287330596668	0.094086219101304
Eral1	0.0927437988907805	0.104961093721287
Erap1	0.0608589593505423	0.0788163152703721
Eras	0.010214427035104	0.0117766652020204
Erbb2	0.0446010618717043	0.0456966513180767
Erbb3	0.039617723647741	0.0905935226828405
Erbb4	0.408564770011555	0.557013050860712
Erc1	0.521678514586576	0.504644288315571
Erc2	0.649531897437176	0.74101668308906
Ercc1	0.0899608335401801	0.0931696812303829
Ercc2	0.117234399467729	0.129173601290499
Ercc3	0.143021879623247	0.152439873383904
Ercc4	0.157727532904307	0.185459110478892
Ercc5	0.191304416171991	0.185612477540245
Ercc6l	0.0250864301002366	0.0166558746885991
Ercc6l2	0.215112777140894	0.251750996747085
Ercc8	0.1466478487717	0.150502010650143
Erf	0.0798730452207625	0.0732248670981989
Erg	0.0716791048827545	0.0574923212729697
Ergic1	0.329538224896602	0.348522679892511
Ergic2	0.243819351569456	0.274272991208145
Ergic3	0.163065753587565	0.195554059971013
Eri1	0.105157991579725	0.0939070447761526
Eri2	0.118604218867503	0.118376970379775
Eri3	0.391562021904198	0.420976118110773
Erich1	0.130417084148747	0.123259972440453
Erich2	0.0537842874814696	0.0671164029938407
Erlec1	0.181340319166182	0.195816010071691
Erlin1	0.163479561135158	0.174899737033497
Erlin2	0.11092194394866	0.119186482853357
Ermap	0.0173628985830593	0.018452349756502
Ermn	0.0227540385688202	0.0787197621302849
Ermp1	0.101747720245667	0.14373151309118
Ern1	0.200744821295122	0.212920801627376
Ern2	0.0328643855711879	0.0520775642312608
Ero1l	0.175564140390823	0.20601757899756
Ero1lb	0.132990875513777	0.171721499722808
Erp27	0.0163827385626719	0.0179908167467476
Erp29	0.141971183793046	0.146718976940213
Erp44	0.259985092203181	0.275475622013156
Errfi1	0.0860105082204288	0.156400042456667
Esam	0.0476535532746605	0.0492117989188241
Esco1	0.212562893291364	0.245888349723023
Esco2	0.0592784340828935	0.0439283196707139
Esd	0.0874391359013777	0.0903101621223283
Esf1	0.172723919403601	0.187736934666963
Esm1	0.00982879901644583	0.0117766652020204
Espl1	0.067561933948329	0.0519812812159269
Espn	0.0218921603883323	0.0454732647503388
Espnl	0.0096301983433204	0.0158658384210047
Esr1	0.108436124311076	0.170567359576275
Esr2	0.0377184258584432	0.0459402302470243
Esrp1	0.0231175791666578	0.0280431470571369
Esrra	0.125901488604367	0.149233832223572
Esrrb	0.0579361598406872	0.0839105818612399
Esrrg	0.376236718051991	0.394445275585429
Esx1	0.00481493172198371	0.00679894651686529
Esyt1	0.0950098441892672	0.134645712934937
Esyt2	0.358881756927507	0.363557078539479
Esyt3	0.0424353929985269	0.0610749121573316
Etaa1	0.0897383998614357	0.090234548462855
Etf1	0.193463278840541	0.203161531465571
Etfa	0.169362591477062	0.234378236464978
Etfb	0.0778205589845371	0.0895903295095063
Etfdh	0.129131002092414	0.135271757770643
Ethe1	0.0604978172791375	0.0693360877043536
Etl4	0.281520822638429	0.411546510831775
Etnk1	0.362030786094371	0.456135497185617
Etnk2	0.0821556657508475	0.119409133839034
Etnppl	0.0103875837741822	0.0166558746885991
Ets1	0.0973497025143474	0.0727685670674677
Ets2	0.0919297605599632	0.0943155295091369
Etv1	0.235057909640399	0.121284902152356
Etv3	0.11057694582212	0.128389901446694
Etv4	0.115985778492618	0.176170841015686
Etv5	0.216967411050656	0.217595373342373
Etv6	0.349202895492143	0.363882057290673
Eva1a	0.0675118442780303	0.0770616493168876
Eva1b	0.0090081734779661	0.00961538461538462
Eva1c	0.086518663340246	0.0598330192193705
Evc	0.0714098510029179	0.0868004043763843
Evc2	0.0956602487301797	0.111966615875204
Evi5	0.339330646777179	0.343705474318666
Evi5l	0.292597043223018	0.363132957472502
Evl	0.450311019588078	0.44435359283151
Evpl	0.0298699950937112	0.0463094795404127
Evx2	0.00481493172198371	0.0152043123112404
Ewsr1	0.355153293125011	0.388187447912989
Exd1	0.0465056184789152	0.0539488697915163
Exd2	0.193917324694398	0.19527792113865
Exo1	0.0567696834674328	0.0484096628266901
Exo5	0.0545931322120507	0.0525186898405694
Exoc1	0.250658934124202	0.288882455290026
Exoc2	0.328877585956727	0.346961468812931
Exoc3	0.224510109262119	0.260913985505191
Exoc3l	0.0246214769621751	0.0117766652020204
Exoc3l2	0.00861343137177577	0.0135988359894568
Exoc3l4	0.0161636540571759	0.0362840710687158
Exoc4	0.672037092163266	0.709078174937679
Exoc5	0.298147410879943	0.310909156988098
Exoc6	0.283395782872087	0.286845558432033
Exoc6b	0.596444352339286	0.629600428939313
Exoc7	0.173750647012365	0.190077970761627
Exoc8	0.0586314271451506	0.0597655886996431
Exog	0.126268038373914	0.142109564829829
Exosc1	0.129327856559025	0.132674754090699
Exosc10	0.219594276477394	0.238496839386148
Exosc2	0.0867459111720362	0.101604537265507
Exosc3	0.0697650722308736	0.0815230588336954
Exosc4	0.0458939754483771	0.0476822756502804
Exosc5	0.0632567503580508	0.0625621353646943
Exosc7	0.146836495179916	0.171690354125726
Exosc8	0.0984751774290473	0.10055741025973
Exosc9	0.106096654356148	0.110828148835477
Exph5	0.0763954358592474	0.05225343477329
Ext1	0.620766122828803	0.600282207169338
Ext2	0.309237358200405	0.342431006444067
Extl1	0.0629863075622786	0.0482632509669452
Extl2	0.101245669413274	0.124467003382064
Extl3	0.209745521663307	0.227249535348217
Eya1	0.17710445462729	0.11817664617042
Eya2	0.11776702444632	0.170839398450417
Eya3	0.288743365306873	0.306826645337418
Eya4	0.115243998024311	0.103440388926014
Ezh1	0.169561731863495	0.189007162118166
Ezh2	0.291229811673839	0.253866183196741
Ezr	0.108202056672201	0.0868602866042457
F10	0.0131872272349847	NA
F11	0.0154663655741801	0.00961538461538462
F11r	0.0637373197760618	0.0630727279631326
F12	0.0122764981142695	0.00961538461538462
F13a1	0.0423049778873079	0.0364201363893319
F13b	0.00923920925525629	NA
F2	0.00761320788697256	0.00679894651686529
F2r	0.0663447548371157	0.0707620145795768
F2rl1	0.00340465113863222	NA
F2rl2	0.010214427035104	0.0391499616195937
F3	0.0893022547438552	0.11057846921282
F5	0.0127399980227525	0.0135988359894568
F7	0.0206438785095394	0.0117766652020204
F8	0.0992191121637733	0.128416166577779
F9	0.00680942067691919	0.00679894651686529
Fa2h	0.108361522241852	0.199798952510807
Faah	0.213587387363685	0.213611222318885
Fabp12	0.0163827385626719	0.021504630445456
Fabp2	0.00340465113863222	NA
Fabp3	0.0656882774028274	0.0644010964826368
Fabp5	0.0809235541546692	0.0819001819794065
Fabp6	0.0107670138845363	0.00679894651686529
Fabp7	0.14925483846818	0.121438114360348
Fadd	0.0276258794832037	0.0261000070470029
Fads1	0.215209845679386	0.251453057260906
Fads2	0.249377342552176	0.251192864830968
Fads3	0.137192710438329	0.145622884389229
Fads6	0.0723213359691222	0.113088885408009
Faf1	0.479882345832542	0.512441924640935
Faf2	0.221598982040045	0.244933664558832
Fah	0.117520196533796	0.142651607566211
Fahd1	0.0298296808757876	0.0426821556845354
Faim2	0.133658554284195	0.218539641344647
Fam102a	0.141775398857098	0.19666040870249
Fam102b	0.190043735617072	0.161512017087958
Fam104a	0.123691092647163	0.122224989504152
Fam105a	0.0891339806101371	0.105051914887
Fam107a	0.0381976344429224	0.0196301954936539
Fam107b	0.193934089209328	0.150212264636028
Fam109a	0.0504798294903466	0.0471935905156995
Fam109b	0.00833989972832039	0.0135988359894568
Fam110a	0.0596030016277369	0.0476455136750684
Fam110b	0.403209306558122	0.380557293573368
Fam110c	0.00680942067691919	0.00961538461538462
Fam111a	0.062083593475242	0.0660197679799316
Fam114a1	0.0735361631253576	0.072703556114611
Fam114a2	0.195011170897464	0.22880962175041
Fam117a	0.0232528840965263	0.0265250636511369
Fam117b	0.278050055474289	0.302623841496584
Fam118a	0.114676751466656	0.131079822386159
Fam118b	0.21526145223431	0.208158929739495
Fam120a	0.370836953893449	0.411362018809354
Fam120b	0.240161743881205	0.290413391956682
Fam120c	0.348104921579344	0.368939965645173
Fam122a	0.04600299882061	0.0498155722748786
Fam122b	0.0649562125330765	0.0684302475700498
Fam124a	0.26043460296205	0.246644812975913
Fam124b	0.0244231580000473	0.0152043123112404
Fam126a	0.265900176067281	0.241343903139642
Fam126b	0.236353255234133	0.288709193016727
Fam129a	0.058807366968838	0.0806595425095015
Fam129b	0.168017746059605	0.132157504171546
Fam129c	0.0533588281750021	0.0631575089722793
Fam131a	0.129986886850924	0.1123669959894
Fam131b	0.0762380027286437	0.086103624150629
Fam131c	0.0459209256102448	0.0658280622186704
Fam133b	0.212556998435134	0.236451097536892
Fam134a	0.102514645533875	0.113552206258234
Fam134b	0.244272796712874	0.326721186710019
Fam134c	0.178507152233093	0.204735807307629
Fam135a	0.358144821611837	0.392483557916224
Fam135b	0.371268126622025	0.487914966985329
Fam136a	0.069017856842663	0.0717390859368994
Fam13a	0.209675702187926	0.307694616426578
Fam13b	0.344448989316752	0.388852943818266
Fam13c	0.290290561170528	0.29901240603778
Fam149a	0.0866410608467021	0.0993028254168227
Fam149b	0.239459666466014	0.26878768369902
